"feature","score","direction","type","gene","overall.rank","type.rank","direction.rank"
"ge.KIAA1522",1.59739769722036e-11,"less","ge","KIAA1522",348,303,237
"ge.ARF4",1.60992549484065e-11,"less","ge","ARF4",349,304,238
"ge.TMPO",1.71250068521328e-11,"greater","ge","TMPO",350,305,121
"ge.TOP2B",1.74920383370375e-11,"greater","ge","TOP2B",351,306,122
"ge.PACSIN3",1.7865295750026e-11,"less","ge","PACSIN3",352,307,239
"ge.CLIC3",1.79513537335208e-11,"less","ge","CLIC3",353,308,240
"ge.PADI3",1.86859985639863e-11,"less","ge","PADI3",354,309,241
"cn.FECH",1.93336431462169e-11,"greater","cn","FECH",355,55,123
"cn.NARS",1.93336431462169e-11,"greater","cn","NARS",355,56,124
"ge.KLF5",2.05019323194494e-11,"less","ge","KLF5",356,310,242
"ge.PEX11G",2.05267762957097e-11,"less","ge","PEX11G",357,311,243
"ge.DIRC2",2.10198043617731e-11,"less","ge","DIRC2",358,312,244
"ge.TMTC3",2.13405617610979e-11,"less","ge","TMTC3",359,313,245
"ge.YEATS4",2.2268959967927e-11,"greater","ge","YEATS4",360,314,125
"ge.THSD4",2.22910033632564e-11,"less","ge","THSD4",361,315,246
"ge.ITGAV",2.23441703328992e-11,"less","ge","ITGAV",362,316,247
"ge.LRP10",2.2668815673423e-11,"less","ge","LRP10",363,317,248
"ge.GJB3",2.27938661600854e-11,"less","ge","GJB3",364,318,249
"ge.PHLDA3",2.3719511918857e-11,"less","ge","PHLDA3",365,319,250
"ge.TINAGL1",2.39844371496061e-11,"less","ge","TINAGL1",366,320,251
"ge.FBXL18",2.44417328216706e-11,"less","ge","FBXL18",367,321,252
"ge.PHLDA2",2.47360649456231e-11,"less","ge","PHLDA2",368,322,253
"ge.ZNF738",2.52348597181263e-11,"greater","ge","ZNF738",369,323,126
"ge.HSPB8",2.54926428203785e-11,"less","ge","HSPB8",370,324,254
"ge.KIAA1671",2.59860945812182e-11,"less","ge","KIAA1671",371,325,255
"ge.PDXP",2.63441865186555e-11,"greater","ge","PDXP",372,326,127
"ge.MTF2",2.72006064693336e-11,"greater","ge","MTF2",373,327,128
"cn.ATP5A1",2.77268917739989e-11,"greater","cn","ATP5A1",374,57,129
"ge.TYRP1",2.77295064842018e-11,"less","ge","TYRP1",375,328,256
"ge.LTBR",2.81230151821316e-11,"less","ge","LTBR",376,329,257
"ge.BAIAP2",2.87931668911558e-11,"less","ge","BAIAP2",377,330,258
"ge.RBBP4",2.92668932766443e-11,"greater","ge","RBBP4",378,331,130
"ge.TRIP10",2.97748804459984e-11,"less","ge","TRIP10",379,332,259
"ge.PLD2",2.98745563741709e-11,"less","ge","PLD2",380,333,260
"ge.RETSAT",3.00058775623591e-11,"less","ge","RETSAT",381,334,261
"ge.HHIPL2",3.00910337735734e-11,"less","ge","HHIPL2",382,335,262
"ge.RCOR3",3.0727365731822e-11,"greater","ge","RCOR3",383,336,131
"ge.NCEH1",3.18825972795252e-11,"less","ge","NCEH1",384,337,263
"ge.RPRD1A",3.21059220078048e-11,"greater","ge","RPRD1A",385,338,132
"cn.RNF165",3.22707805048774e-11,"greater","cn","RNF165",386,58,133
"ge.PVRL2",3.25856033437398e-11,"less","ge","PVRL2",387,339,264
"ge.E2F3",3.43537434523418e-11,"greater","ge","E2F3",388,340,134
"ge.RNF38",3.58443240680771e-11,"greater","ge","RNF38",389,341,135
"ge.DLGAP1.AS1",3.62292759143382e-11,"less","ge","DLGAP1.AS1",390,342,265
"ge.TMEM51",3.79467897224441e-11,"less","ge","TMEM51",391,343,266
"ge.METRNL",3.83940450900262e-11,"less","ge","METRNL",392,344,267
"ge.SMARCA4",3.87989940051581e-11,"greater","ge","SMARCA4",393,345,136
"ge.ZNF490",3.90573470016255e-11,"greater","ge","ZNF490",394,346,137
"ge.MFNG",3.92228116576457e-11,"greater","ge","MFNG",395,347,138
"ge.KIF21B",3.98805288593539e-11,"greater","ge","KIF21B",396,348,139
"ge.ZNF266",3.98891704867215e-11,"greater","ge","ZNF266",397,349,140
"ge.POU2F1",4.00713299011358e-11,"greater","ge","POU2F1",398,350,141
"ge.SLC35D2",4.02238055212583e-11,"less","ge","SLC35D2",399,351,268
"ge.TK2",4.02369322688192e-11,"less","ge","TK2",400,352,269
"ge.PDE7A",4.04308488256116e-11,"greater","ge","PDE7A",401,353,142
"ge.RIN2",4.23841401439434e-11,"less","ge","RIN2",402,354,270
"ge.NPAS2",4.33732636416753e-11,"less","ge","NPAS2",403,355,271
"ge.CBFA2T3",4.35820601291529e-11,"greater","ge","CBFA2T3",404,356,143
"cn.C18ORF25",4.39601330945094e-11,"greater","cn","C18ORF25",405,59,144
"ge.LY6K",4.53148034486373e-11,"less","ge","LY6K",406,357,272
"ge.MCPH1",4.54079728539163e-11,"greater","ge","MCPH1",407,358,145
"ge.CBR3",4.55648396001891e-11,"less","ge","CBR3",408,359,273
"ge.LIMA1",4.66302190496835e-11,"less","ge","LIMA1",409,360,274
"ge.SMAD2",4.91305964971189e-11,"greater","ge","SMAD2",410,361,146
"ge.TMEM45A",4.93677271149515e-11,"less","ge","TMEM45A",411,362,275
"ge.UGCG",4.99581618911424e-11,"less","ge","UGCG",412,363,276
"ge.ACSL3",5.04437264022536e-11,"less","ge","ACSL3",413,364,277
"ge.SMARCA5",5.04991556557719e-11,"greater","ge","SMARCA5",414,365,147
"ge.BRI3",5.12799213648956e-11,"less","ge","BRI3",415,366,278
"ge.CALU",5.13660498784489e-11,"less","ge","CALU",416,367,279
"cn.HAUS1",5.57355971279064e-11,"greater","cn","HAUS1",417,60,148
"ge.SPTLC1",5.88206206106484e-11,"less","ge","SPTLC1",418,368,280
"ge.ZNF107",6.4124951613293e-11,"greater","ge","ZNF107",419,369,149
"ge.DNAJB1",6.52230974087091e-11,"less","ge","DNAJB1",420,370,281
"ge.MITF",6.59835937111182e-11,"less","ge","MITF",421,371,282
"ge.SOX15",6.60403010126475e-11,"less","ge","SOX15",422,372,283
"ge.SAFB",6.62561328255359e-11,"greater","ge","SAFB",423,373,150
"ge.PUM2",6.66867997277202e-11,"greater","ge","PUM2",424,374,151
"ge.TFAP2A",7.13008203907574e-11,"less","ge","TFAP2A",425,375,284
"ge.ZFP64",7.14273438744054e-11,"less","ge","ZFP64",426,376,285
"ge.STAU2",7.31568628193129e-11,"greater","ge","STAU2",427,377,152
"ge.AHR",7.47068595517369e-11,"less","ge","AHR",428,378,286
"ge.CAP2",7.57818994505666e-11,"less","ge","CAP2",429,379,287
"ge.CENPC",7.71637351498149e-11,"greater","ge","CENPC",430,380,153
"ge.CEBPB",7.72664258562969e-11,"less","ge","CEBPB",431,381,288
"ge.TMEM170B",8.25493704685457e-11,"greater","ge","TMEM170B",432,382,154
"ge.SRXN1",8.41731907402475e-11,"less","ge","SRXN1",433,383,289
"ge.BEND5",8.46848263472251e-11,"greater","ge","BEND5",434,384,155
"ge.RCC2",8.65404974803428e-11,"greater","ge","RCC2",435,385,156
"cn.SMAD7",8.66443845410533e-11,"greater","cn","SMAD7",436,61,157
"ge.FERMT3",8.74302830217152e-11,"greater","ge","FERMT3",437,386,158
"ge.CLCF1",8.8424040115022e-11,"less","ge","CLCF1",438,387,290
"ge.MMP28",8.84675953887449e-11,"less","ge","MMP28",439,388,291
"ge.COL7A1",9.05893853317272e-11,"less","ge","COL7A1",440,389,292
"cn.RAX",9.4478532855835e-11,"greater","cn","RAX",441,62,159
"ge.MICA",9.4995457956491e-11,"less","ge","MICA",442,390,293
"ge.SGK1",9.51716005634624e-11,"less","ge","SGK1",443,391,294
"ge.MIR205",9.63315463318542e-11,"less","ge","MIR205",444,392,295
"ge.FHL2",9.67111046108596e-11,"less","ge","FHL2",445,393,296
"ge.KRT6A",9.70725897666662e-11,"less","ge","KRT6A",446,394,297
"ge.SLC38A7",9.88214063070491e-11,"less","ge","SLC38A7",447,395,298
"ge.FGFBP1",9.93813075455175e-11,"less","ge","FGFBP1",448,396,299
"ge.B4GALT4",1.00570715588476e-10,"less","ge","B4GALT4",449,397,300
"ge.ATAD2B",1.01725436567865e-10,"greater","ge","ATAD2B",450,398,160
"ge.CRK",1.02457771564385e-10,"less","ge","CRK",451,399,301
"ge.PKD1L2",1.02586627451857e-10,"less","ge","PKD1L2",452,400,302
"ge.SNX21",1.0324296664177e-10,"less","ge","SNX21",453,401,303
"ge.BRD1",1.03440770122919e-10,"greater","ge","BRD1",454,402,161
"ge.AADAC",1.05715361769321e-10,"less","ge","AADAC",455,403,304
"ge.GPX7",1.07381272607105e-10,"greater","ge","GPX7",456,404,162
"ge.PON2",1.08306866393034e-10,"less","ge","PON2",457,405,305
"ge.KMT2C",1.09280379194409e-10,"greater","ge","KMT2C",458,406,163
"ge.MED30",1.10017600091655e-10,"greater","ge","MED30",459,407,164
"ge.HMOX1",1.10982766540816e-10,"less","ge","HMOX1",460,408,306
"ge.PSIP1",1.16511055067455e-10,"greater","ge","PSIP1",461,409,165
"ge.WFS1",1.1653820138643e-10,"less","ge","WFS1",462,410,307
"ge.CDKN2AIP",1.16943179650894e-10,"greater","ge","CDKN2AIP",463,411,166
"ge.IGFBP3",1.17045805020261e-10,"less","ge","IGFBP3",464,412,308
"cn.SEC11C",1.17063800683858e-10,"greater","cn","SEC11C",465,63,167
"ge.PHIP",1.17197402323330e-10,"greater","ge","PHIP",466,413,168
"cn.GRP",1.19110317393585e-10,"greater","cn","GRP",467,64,169
"ge.LAPTM4A",1.19301688355066e-10,"less","ge","LAPTM4A",468,414,309
"ge.SHROOM1",1.19697733724153e-10,"less","ge","SHROOM1",469,415,310
"ge.LRMP",1.21148450274358e-10,"greater","ge","LRMP",470,416,170
"ge.DUSP3",1.24134819424586e-10,"less","ge","DUSP3",471,417,311
"ge.KBTBD8",1.30720041746502e-10,"greater","ge","KBTBD8",472,418,171
"ge.LY6D",1.3261367597201e-10,"less","ge","LY6D",473,419,312
"ge.HNRNPA1",1.34549630198904e-10,"greater","ge","HNRNPA1",474,420,172
"ge.TNS2",1.34694399301458e-10,"less","ge","TNS2",475,421,313
"ge.ZNF493",1.3626655375787e-10,"greater","ge","ZNF493",476,422,173
"ge.SERTAD1",1.3656768607521e-10,"less","ge","SERTAD1",477,423,314
"ge.LATS2",1.36887467478364e-10,"less","ge","LATS2",478,424,315
"ge.CD59",1.39310091690132e-10,"less","ge","CD59",479,425,316
"ge.ZFP36L1",1.41208185360482e-10,"less","ge","ZFP36L1",480,426,317
"ge.RAC1",1.41447814976712e-10,"less","ge","RAC1",481,427,318
"ge.TFPI2",1.41613588366543e-10,"less","ge","TFPI2",482,428,319
"ge.CH25H",1.43144625648472e-10,"less","ge","CH25H",483,429,320
"ge.LARP6",1.4585931526711e-10,"less","ge","LARP6",484,430,321
"ge.UBTD1",1.45977816774017e-10,"less","ge","UBTD1",485,431,322
"ge.PRKAG1",1.47264423662101e-10,"less","ge","PRKAG1",486,432,323
"ge.NRF1",1.50091840709055e-10,"greater","ge","NRF1",487,433,174
"ge.HSF2",1.50924938690108e-10,"greater","ge","HSF2",488,434,175
"ge.DHRS3",1.51416942534457e-10,"less","ge","DHRS3",489,435,324
"ge.GATA6",1.52871631601811e-10,"less","ge","GATA6",490,436,325
"ge.TMEM184B",1.53075466644355e-10,"less","ge","TMEM184B",491,437,326
"ge.PLPP3",1.53171668970836e-10,"less","ge","PLPP3",492,438,327
"ge.NSL1",1.55628279891999e-10,"greater","ge","NSL1",493,439,176
"ge.ABCC3",1.57271042613901e-10,"less","ge","ABCC3",494,440,328
"ge.HINFP",1.57867560873462e-10,"greater","ge","HINFP",495,441,177
"ge.C21ORF58",1.7046640997864e-10,"greater","ge","C21ORF58",496,442,178
"ge.GALE",1.7265220236609e-10,"less","ge","GALE",497,443,329
"ge.SATB1",1.77813636306203e-10,"greater","ge","SATB1",498,444,179
"ge.MRPS14",1.84326435926672e-10,"greater","ge","MRPS14",499,445,180
"ge.CEP170B",1.84937464488625e-10,"less","ge","CEP170B",500,446,330
"ge.ZBTB18",1.86972214932841e-10,"greater","ge","ZBTB18",501,447,181
"ge.EPN2",1.87151170092448e-10,"less","ge","EPN2",502,448,331
"ge.ANP32A",1.89900882970613e-10,"greater","ge","ANP32A",503,449,182
"ge.CTSB",1.9374616537131e-10,"less","ge","CTSB",504,450,332
"ge.EVL",1.9560311196031e-10,"greater","ge","EVL",505,451,183
"ge.DOLK",1.96190072447794e-10,"less","ge","DOLK",506,452,333
"ge.RAPH1",1.96636946551735e-10,"less","ge","RAPH1",507,453,334
"ge.PERP",2.01453270893429e-10,"less","ge","PERP",508,454,335
"ge.PSCA",2.17377448426037e-10,"less","ge","PSCA",509,455,336
"ge.PCNA",2.25008232303401e-10,"greater","ge","PCNA",510,456,184
"ge.ZNF445",2.2510116153242e-10,"greater","ge","ZNF445",511,457,185
"ge.FAM193A",2.25827450031763e-10,"greater","ge","FAM193A",512,458,186
"ge.COL17A1",2.26912492515938e-10,"less","ge","COL17A1",513,459,337
"ge.LAMA5",2.27441501182123e-10,"less","ge","LAMA5",514,460,338
"cn.DYM",2.28721966642696e-10,"greater","cn","DYM",515,65,187
"ge.SLC2A10",2.32615570062774e-10,"less","ge","SLC2A10",516,461,339
"ge.HNRNPU",2.36661123704216e-10,"greater","ge","HNRNPU",517,462,188
"ge.HNRNPU.1",2.36661123704216e-10,"greater","ge","HNRNPU.1",517,463,189
"ge.FAM65A",2.36789788081849e-10,"less","ge","FAM65A",518,464,340
"ge.RARS",2.37964993887603e-10,"less","ge","RARS",519,465,341
"ge.CREB1",2.42006466789202e-10,"greater","ge","CREB1",520,466,190
"ge.PASK",2.48713748099754e-10,"greater","ge","PASK",521,467,191
"ge.CCNJ",2.51243466620637e-10,"greater","ge","CCNJ",522,468,192
"ge.ME1",2.53439401491356e-10,"less","ge","ME1",523,469,342
"ge.DUSP14",2.53677134435123e-10,"less","ge","DUSP14",524,470,343
"ge.FSTL3",2.57751303837647e-10,"less","ge","FSTL3",525,471,344
"ge.ANXA1",2.62989737714931e-10,"less","ge","ANXA1",526,472,345
"ge.EPHX1",2.63447164045391e-10,"less","ge","EPHX1",527,473,346
"ge.POMGNT1",2.66366789702556e-10,"less","ge","POMGNT1",528,474,347
"ge.SPATS2L",2.68633453400207e-10,"less","ge","SPATS2L",529,475,348
"ge.SUZ12",2.68817016354229e-10,"greater","ge","SUZ12",530,476,193
"ge.ZNF84",2.68866646495753e-10,"greater","ge","ZNF84",531,477,194
"ge.PPFIA1",2.69014120098986e-10,"less","ge","PPFIA1",532,478,349
"ge.ZBED4",2.69062164759136e-10,"greater","ge","ZBED4",533,479,195
"ge.VASN",2.79065005330055e-10,"less","ge","VASN",534,480,350
"ge.CAPN2",2.7960142365888e-10,"less","ge","CAPN2",535,481,351
"ge.FAP",2.8186409911642e-10,"less","ge","FAP",536,482,352
"ge.RIN1",2.82254749743327e-10,"less","ge","RIN1",537,483,353
"ge.MCFD2",2.84651369118172e-10,"less","ge","MCFD2",538,484,354
"ge.HNRNPA3",2.85419860532943e-10,"greater","ge","HNRNPA3",539,485,196
"ge.S100A3",2.85480682493501e-10,"less","ge","S100A3",540,486,355
"ge.TGM2",2.89501523160699e-10,"less","ge","TGM2",541,487,356
"ge.TMC7",2.9668873391793e-10,"less","ge","TMC7",542,488,357
"ge.RAB11FIP5",2.9883488616237e-10,"less","ge","RAB11FIP5",543,489,358
"ge.PCF11",3.0178803807276e-10,"greater","ge","PCF11",544,490,197
"ge.OSGIN1",3.02694470909823e-10,"less","ge","OSGIN1",545,491,359
"ge.LSM7",3.10047889235724e-10,"greater","ge","LSM7",546,492,198
"ge.KNTC1",3.10307308978622e-10,"greater","ge","KNTC1",547,493,199
"ge.UBE2N",3.17466051510058e-10,"greater","ge","UBE2N",548,494,200
"ge.MAPRE2",3.21445089413564e-10,"greater","ge","MAPRE2",549,495,201
"ge.PCNT",3.27046732434766e-10,"greater","ge","PCNT",550,496,202
"ge.CLK2",3.29438721201644e-10,"greater","ge","CLK2",551,497,203
"ge.LUM",3.30454304767996e-10,"less","ge","LUM",552,498,360
"ge.UBR7",3.33228810437866e-10,"greater","ge","UBR7",553,499,204
"ge.STEAP2",3.3399471160596e-10,"less","ge","STEAP2",554,500,361
"ge.PBRM1",3.35620039363032e-10,"greater","ge","PBRM1",555,501,205
"ge.LINC00909",3.39433125688687e-10,"greater","ge","LINC00909",556,502,206
"ge.ATP6V0A2",3.43389998893922e-10,"greater","ge","ATP6V0A2",557,503,207
"ge.ARHGAP15",3.43757179512334e-10,"greater","ge","ARHGAP15",558,504,208
"ge.EXT2",3.47784925544299e-10,"less","ge","EXT2",559,505,362
"ge.C11ORF24",3.47902514242753e-10,"less","ge","C11ORF24",560,506,363
"ge.BLVRB",3.67119378124941e-10,"less","ge","BLVRB",561,507,364
"ge.ITPRIPL1",3.7112572257702e-10,"greater","ge","ITPRIPL1",562,508,209
"ge.IL1R1",3.72554135487564e-10,"less","ge","IL1R1",563,509,365
"ge.SMARCE1",3.74133093487335e-10,"greater","ge","SMARCE1",564,510,210
"ge.CLDN12",3.76945275701585e-10,"less","ge","CLDN12",565,511,366
"ge.STRBP",3.77645608810394e-10,"greater","ge","STRBP",566,512,211
"ge.DNMT1",3.83666143808403e-10,"greater","ge","DNMT1",567,513,212
"ge.MED28",4.05218030511358e-10,"greater","ge","MED28",568,514,213
"ge.BCL7A",4.14233256722974e-10,"greater","ge","BCL7A",569,515,214
"ge.ATP2A3",4.16826796332084e-10,"greater","ge","ATP2A3",570,516,215
"ge.TACSTD2",4.16899379229529e-10,"less","ge","TACSTD2",571,517,367
"ge.PPP2R3C",4.17912079592022e-10,"greater","ge","PPP2R3C",572,518,216
"ge.SNX7",4.19138048954679e-10,"less","ge","SNX7",573,519,368
"ge.RAB1A",4.22372741459371e-10,"less","ge","RAB1A",574,520,369
"cn.PMAIP1",4.30564820213076e-10,"greater","cn","PMAIP1",575,66,217
"ge.SSH1",4.32885902067579e-10,"less","ge","SSH1",576,521,370
"ge.MDM4",4.33637038082683e-10,"greater","ge","MDM4",577,522,218
"cn.MIR924",4.36322605870002e-10,"greater","cn","MIR924",578,67,219
"ge.EREG",4.39007655753065e-10,"less","ge","EREG",579,523,371
"cn.FHOD3",4.40863413133509e-10,"greater","cn","FHOD3",580,68,220
"ge.PKNOX1",4.44227938332133e-10,"greater","ge","PKNOX1",581,524,221
"ge.CSTB",4.4423153273026e-10,"less","ge","CSTB",582,525,372
"ge.WHSC1L1",4.44706606476977e-10,"greater","ge","WHSC1L1",583,526,222
"ge.WEE1",4.48077007605484e-10,"greater","ge","WEE1",584,527,223
"ge.S100A13",4.48375050728362e-10,"less","ge","S100A13",585,528,373
"ge.RMND5A",4.52360213115755e-10,"greater","ge","RMND5A",586,529,224
"ge.NASP",4.55220326804472e-10,"greater","ge","NASP",587,530,225
"ge.CD9",4.57099634791867e-10,"less","ge","CD9",588,531,374
"ge.TIA1",4.60988981571372e-10,"greater","ge","TIA1",589,532,226
"ge.OLFML2A",4.71468600452771e-10,"less","ge","OLFML2A",590,533,375
"ge.SOWAHC",4.73882793363317e-10,"less","ge","SOWAHC",591,534,376
"ge.DOCK2",4.82509885974778e-10,"greater","ge","DOCK2",592,535,227
"ge.CYTH3",4.83810755976682e-10,"less","ge","CYTH3",593,536,377
"ge.REEP6",4.84350649461551e-10,"less","ge","REEP6",594,537,378
"ge.TMEM138",4.90277489530085e-10,"less","ge","TMEM138",595,538,379
"cn.ZNF532",4.92385248251832e-10,"greater","cn","ZNF532",596,69,228
"ge.PTCD3",4.97164825418682e-10,"greater","ge","PTCD3",597,539,229
"ge.TEAD4",5.01959134846977e-10,"less","ge","TEAD4",598,540,380
"ge.NBEAL1",5.19281263066064e-10,"less","ge","NBEAL1",599,541,381
"ge.TATDN3",5.20189436013265e-10,"greater","ge","TATDN3",600,542,230
"ge.GLTP",5.21078183270916e-10,"less","ge","GLTP",601,543,382
"ge.GABARAPL1",5.25365566328019e-10,"less","ge","GABARAPL1",602,544,383
"ge.HEXB",5.32342308545502e-10,"less","ge","HEXB",603,545,384
"ge.UBE2H",5.35782010000054e-10,"less","ge","UBE2H",604,546,385
"ge.SLC25A45",5.36362524608631e-10,"greater","ge","SLC25A45",605,547,231
"ge.BCLAF1",5.39389612567031e-10,"greater","ge","BCLAF1",606,548,232
"ge.ALS2CL",5.41900665146482e-10,"less","ge","ALS2CL",607,549,386
"ge.SLC12A4",5.49724880101988e-10,"less","ge","SLC12A4",608,550,387
"ge.SH3BP4",5.61050114761249e-10,"less","ge","SH3BP4",609,551,388
"ge.SP4",5.6872300349099e-10,"greater","ge","SP4",610,552,233
"ge.ZNF430",5.72623440879813e-10,"greater","ge","ZNF430",611,553,234
"ge.EDN1",5.79897764458762e-10,"less","ge","EDN1",612,554,389
"ge.CTNNA1",5.88890645845293e-10,"less","ge","CTNNA1",613,555,390
"ge.CCDC113",5.91674194751412e-10,"less","ge","CCDC113",614,556,391
"ge.PLXNA1",5.92984622651601e-10,"less","ge","PLXNA1",615,557,392
"ge.AADACP1",5.9767590431344e-10,"less","ge","AADACP1",616,558,393
"ge.DIO2",5.9995166509363e-10,"less","ge","DIO2",617,559,394
"ge.WTAP",6.02539912610199e-10,"greater","ge","WTAP",618,560,235
"ge.CARD8",6.11623939000047e-10,"greater","ge","CARD8",619,561,236
"ge.VRK1",6.17610587855505e-10,"greater","ge","VRK1",620,562,237
"ge.ARPIN",6.22143980035747e-10,"less","ge","ARPIN",621,563,395
"ge.AKR1B10",6.23581034243628e-10,"less","ge","AKR1B10",622,564,396
"ge.DNA2",6.28383757532422e-10,"greater","ge","DNA2",623,565,238
"ge.PAK4",6.34094833524917e-10,"less","ge","PAK4",624,566,397
"ge.LIMD2",6.35721738795434e-10,"greater","ge","LIMD2",625,567,239
"ge.ARHGAP9",6.47217496070123e-10,"greater","ge","ARHGAP9",626,568,240
"ge.IL1RAP",6.47550753223501e-10,"less","ge","IL1RAP",627,569,398
"ge.CTGF",6.48075033115301e-10,"less","ge","CTGF",628,570,399
"ge.ALDH3A2",6.50238991719469e-10,"less","ge","ALDH3A2",629,571,400
"ge.PELI2",6.50687573600572e-10,"greater","ge","PELI2",630,572,241
"ge.PLEK2",6.52295886025958e-10,"less","ge","PLEK2",631,573,401
"ge.ZNF670",6.56520480929437e-10,"greater","ge","ZNF670",632,574,242
"ge.RBMS2",6.69870575877809e-10,"less","ge","RBMS2",633,575,402
"ge.EIF4ENIF1",6.83999808449689e-10,"greater","ge","EIF4ENIF1",634,576,243
"ge.FRAT1",6.86073434274697e-10,"greater","ge","FRAT1",635,577,244
"ge.FN1",7.06594863635997e-10,"less","ge","FN1",636,578,403
"ge.FLNB",7.06770279693459e-10,"less","ge","FLNB",637,579,404
"ge.DHX32",7.12692730136645e-10,"less","ge","DHX32",638,580,405
"ge.CDH3",7.18009457614448e-10,"less","ge","CDH3",639,581,406
"ge.YTHDC1",7.24457912516024e-10,"greater","ge","YTHDC1",640,582,245
"ge.SFN",7.29950559930717e-10,"less","ge","SFN",641,583,407
"ge.IKZF1",7.42460402104087e-10,"greater","ge","IKZF1",642,584,246
"ge.ZNF33A",7.49089077144328e-10,"greater","ge","ZNF33A",643,585,247
"ge.PDGFA",7.55704758261572e-10,"less","ge","PDGFA",644,586,408
"ge.ZC3H12A",7.79152830794897e-10,"less","ge","ZC3H12A",645,587,409
"ge.ANXA3",7.83345549279245e-10,"less","ge","ANXA3",646,588,410
"ge.BUD13",7.84614583200874e-10,"greater","ge","BUD13",647,589,248
"ge.FAM117B",7.84823001765106e-10,"greater","ge","FAM117B",648,590,249
"ge.EPM2A",7.94455446765397e-10,"greater","ge","EPM2A",649,591,250
"ge.WDR7",8.00938677342246e-10,"greater","ge","WDR7",650,592,251
"ge.KLHDC3",8.03433983068069e-10,"greater","ge","KLHDC3",651,593,252
"ge.C8ORF44",8.07321109579393e-10,"greater","ge","C8ORF44",652,594,253
"ge.CDC14B",8.13056962836924e-10,"less","ge","CDC14B",653,595,411
"ge.TNFAIP1",8.30994252008848e-10,"less","ge","TNFAIP1",654,596,412
"ge.RBM33",8.33506056766496e-10,"greater","ge","RBM33",655,597,254
"cn.CPLX4",8.33926198740287e-10,"greater","cn","CPLX4",656,70,255
"cn.LMAN1",8.33926198740287e-10,"greater","cn","LMAN1",656,71,256
"ge.FEZ2",8.50099462146611e-10,"less","ge","FEZ2",657,598,413
"ge.CTSA",8.67116419097324e-10,"less","ge","CTSA",658,599,414
"ge.FAM65B",8.7193309292503e-10,"greater","ge","FAM65B",659,600,257
"ge.PCSK9",8.75723356870543e-10,"less","ge","PCSK9",660,601,415
"ge.FAM126B",8.94223362646544e-10,"greater","ge","FAM126B",661,602,258
"cn.MC4R",8.97463762014372e-10,"greater","cn","MC4R",662,72,259
"ge.ARID4B",8.98979525142756e-10,"greater","ge","ARID4B",663,603,260
"ge.AKTIP",9.02337402251523e-10,"less","ge","AKTIP",664,604,416
"ge.RNF44",9.08844077061243e-10,"greater","ge","RNF44",665,605,261
"ge.RASSF2",9.11815491126637e-10,"greater","ge","RASSF2",666,606,262
"ge.HAUS5",9.26158965038473e-10,"greater","ge","HAUS5",667,607,263
"ge.SNX8",9.4898446889591e-10,"less","ge","SNX8",668,608,417
"ge.DCBLD1",9.49328444543133e-10,"less","ge","DCBLD1",669,609,418
"ge.ELF2",9.50652874677551e-10,"greater","ge","ELF2",670,610,264
"ge.CREBZF",9.53148690049437e-10,"greater","ge","CREBZF",671,611,265
"ge.PEA15",9.55658162088382e-10,"less","ge","PEA15",672,612,419
"ge.HECTD4",9.61316281505752e-10,"greater","ge","HECTD4",673,613,266
"ge.ITGBL1",9.64379719571125e-10,"less","ge","ITGBL1",674,614,420
"ge.UBN2",9.83531557171418e-10,"greater","ge","UBN2",675,615,267
"ge.TPD52L2",9.84213306642789e-10,"less","ge","TPD52L2",676,616,421
"ge.SYNRG",9.95371558879331e-10,"greater","ge","SYNRG",677,617,268
"ge.CHERP",9.9740898741169e-10,"greater","ge","CHERP",678,618,269
"ge.CD63",1.00402853524652e-09,"less","ge","CD63",679,619,422
